model,runType,dataset,test_correct_ratio,test_correct_ratio_raw,train_correct_ratio,train_correct_ratio_raw,n_train_examples,n_train_examples_raw,n_test_examples,n_test_examples_raw,n_valid_examples,n_valid_examples_raw,n_knowledge_concepts,n_problems,n_users,n_users_raw,ACC,ACC_raw,AUC,AUC_raw,MAE,MAE_raw,RMSE,RMSE_raw,ACC_std,ACC_std_raw,AUC_std,AUC_std_raw,MAE_std,MAE_std_raw,RMSE_std,RMSE_std_raw,avg_train_duration,avg_train_duration_raw,performed_at
CAKE,basic,NEUR20,0.6245044921431298,"[0.624251451346964, 0.6259639151933434, 0.6242693374233652, 0.6232466563290446, 0.6247911004229313]",0.6243772954618494,"[0.624413480907046, 0.6241945108339614, 0.6243987800684189, 0.6244266187412006, 0.6244530867586198]",2050977.6,"[2048971, 2049974, 2051007, 2051980, 2052956]",255122.2,"[256145, 255644, 255084, 254595, 254143]",257622.2,"[258606, 258104, 257631, 257147, 256623]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7310350896669835,"[0.7328754939947255, 0.7312556178904628, 0.7307428065721905, 0.7290849202985064, 0.7312166095790322]",0.7932310990269877,"[0.7950822757151823, 0.7932874229028908, 0.7917844644110446, 0.7910081909962691, 0.7949931411095523]",0.3600625149344505,"[0.3519510252581342, 0.3545185629497461, 0.36136294542264996, 0.36851153430473715, 0.36396850673698516]",0.4228578658992011,"[0.42168159334074296, 0.4223483596158838, 0.4233656871876235, 0.424502698927225, 0.42239099042453065]",0.0012130342318863,"[0.7328754939947255, 0.7312556178904628, 0.7307428065721905, 0.7290849202985064, 0.7312166095790322]",0.0016473549487417,"[0.7950822757151823, 0.7932874229028908, 0.7917844644110446, 0.7910081909962691, 0.7949931411095523]",0.0060805507663908,"[0.3519510252581342, 0.3545185629497461, 0.36136294542264996, 0.36851153430473715, 0.36396850673698516]",0.0009822977801485,"[0.42168159334074296, 0.4223483596158838, 0.4233656871876235, 0.424502698927225, 0.42239099042453065]",6401.744659376144,"[6275.719829320908, 6368.218132257462, 6457.724933385849, 6449.473059177399, 6457.587342739105]",2024-09-22 09:52:00
CAKE,sampled,NEUR20,0.6243188025590748,"[0.6236662651893229, 0.6228983797806001, 0.623085624501435, 0.6254934029403523, 0.6264503403836638]",0.6243897844617496,"[0.6243832828183077, 0.6248307427466812, 0.6244467075767617, 0.6245798374073941, 0.6237083517596032]",820392.0,"[818428, 819380, 820401, 821381, 822370]",101318.6,"[102328, 101754, 101343, 100781, 100387]",103779.4,"[104734, 104356, 103746, 103328, 102733]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.7270065309236757,"[0.7265548914392652, 0.7264555943117789, 0.7266304243055154, 0.7264536234128213, 0.7289381211489979]",0.7880809918167204,"[0.7881638696656507, 0.7881098118158727, 0.7875050917434299, 0.787825329676733, 0.788800856181916]",0.3652507295613201,"[0.3593433743544896, 0.3600725646912275, 0.37376573923404655, 0.36713460249697677, 0.3659373670298602]",0.4250962811901099,"[0.42529722558546407, 0.4252320271912265, 0.4254955195046294, 0.4253360834150272, 0.42412055025420214]",0.0009680612662998,"[0.7265548914392652, 0.7264555943117789, 0.7266304243055154, 0.7264536234128213, 0.7289381211489979]",0.0004296342767312,"[0.7881638696656507, 0.7881098118158727, 0.7875050917434299, 0.787825329676733, 0.788800856181916]",0.005258061904144,"[0.3593433743544896, 0.3600725646912275, 0.37376573923404655, 0.36713460249697677, 0.3659373670298602]",0.0004955305893658,"[0.42529722558546407, 0.4252320271912265, 0.4254955195046294, 0.4253360834150272, 0.42412055025420214]",2599.305857896805,"[2572.319700717926, 2577.183657884598, 2604.5203535556793, 2618.7488462924957, 2623.756731033325]",2024-09-22 13:28:45
CAKE,undersampleEven,NEUR20,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",1275652.0,"[1275652, 1275652, 1275652, 1275652, 1275652]",159372.0,"[159372, 159372, 159372, 159372, 159372]",159486.0,"[159486, 159486, 159486, 159486, 159486]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.6448691421190575,"[0.644614574320003, 0.6445079818918275, 0.6446271146056707, 0.6462385413139712, 0.644357498463815]",0.6961935271641744,"[0.6955930127282011, 0.6967939610364825, 0.6948496196464584, 0.697243919642508, 0.6964871227672214]",0.4403742308089261,"[0.4331026007939923, 0.44184410601670077, 0.43904265649499463, 0.44773455521709477, 0.440147235521848]",0.4694683787912457,"[0.4702191092349429, 0.4688455903851056, 0.46961098279827945, 0.46969177250556765, 0.4689744390323333]",0.0006914986878172,"[0.644614574320003, 0.6445079818918275, 0.6446271146056707, 0.6462385413139712, 0.644357498463815]",0.0008621773107277,"[0.6955930127282011, 0.6967939610364825, 0.6948496196464584, 0.697243919642508, 0.6964871227672214]",0.0047124543203701,"[0.4331026007939923, 0.44184410601670077, 0.43904265649499463, 0.44773455521709477, 0.440147235521848]",0.0005031259758293,"[0.4702191092349429, 0.4688455903851056, 0.46961098279827945, 0.46969177250556765, 0.4689744390323333]",4069.255420398712,"[4072.6692202091217, 4067.9435851573944, 4072.3014612197876, 4067.4402158260345, 4065.9226195812225]",2024-09-22 19:08:04
CAKE,undersampleCorrect,NEUR20,0.3984288930772933,"[0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334, 0.39842889307729334]",0.6000609026648958,"[0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958, 0.6000609026648958]",1306807.0,"[1306807, 1306807, 1306807, 1306807, 1306807]",163412.0,"[163412, 163412, 163412, 163412, 163412]",163350.0,"[163350, 163350, 163350, 163350, 163350]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.5974141414141414,"[0.5917232935414753, 0.6034710743801653, 0.5962962962962963, 0.6061707988980716, 0.5894092439546985]",0.6994461364015045,"[0.6993713851442775, 0.7009288316747275, 0.6980770391332971, 0.7013684532206832, 0.6974849728345377]",0.4621628671239778,"[0.46213316553862116, 0.46053943413859083, 0.4611545119467663, 0.46193953239994384, 0.46504769159596665]",0.4925071819552999,"[0.4910933617419536, 0.4932519141831511, 0.49390403192271654, 0.48776009937025466, 0.4965265025584236]",0.0064973717424708,"[0.5917232935414753, 0.6034710743801653, 0.5962962962962963, 0.6061707988980716, 0.5894092439546985]",0.0015244582541482,"[0.6993713851442775, 0.7009288316747275, 0.6980770391332971, 0.7013684532206832, 0.6974849728345377]",0.0015508247895084,"[0.46213316553862116, 0.46053943413859083, 0.4611545119467663, 0.46193953239994384, 0.46504769159596665]",0.0029391983498319,"[0.4910933617419536, 0.4932519141831511, 0.49390403192271654, 0.48776009937025466, 0.4965265025584236]",3731.728653669357,"[3560.7835717201233, 3575.410345554352, 3660.586203098297, 3768.414090156555, 4093.449057817459]",2024-09-23 20:07:46
CAKE,undersampleIncorrect,NEUR20,0.6031387179598441,"[0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441, 0.6031387179598441]",0.3997977429740389,"[0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389, 0.3997977429740389]",1238824.0,"[1238824, 1238824, 1238824, 1238824, 1238824]",154920.0,"[154920, 154920, 154920, 154920, 154920]",154896.0,"[154896, 154896, 154896, 154896, 154896]",388,10000,4940.0,"[4940, 4940, 4940, 4940, 4940]",0.5816173432496643,"[0.5871681644458218, 0.5734686499328582, 0.5914936473504803, 0.5807961470922426, 0.5751601074269187]",0.6893428242380502,"[0.6893529616043925, 0.6904706536438822, 0.6888688427160862, 0.6888863118540752, 0.6891353513718151]",0.4588331006252236,"[0.44693024940546316, 0.463015502688152, 0.4533624330650203, 0.463470023299534, 0.4673872946679489]",0.4983945480011419,"[0.49539750923640946, 0.4972123884030697, 0.4900139249729964, 0.5047830397796521, 0.5045658776135824]",0.0068865732990273,"[0.5871681644458218, 0.5734686499328582, 0.5914936473504803, 0.5807961470922426, 0.5751601074269187]",0.0005913051606345,"[0.6893529616043925, 0.6904706536438822, 0.6888688427160862, 0.6888863118540752, 0.6891353513718151]",0.0075335761141456,"[0.44693024940546316, 0.463015502688152, 0.4533624330650203, 0.463470023299534, 0.4673872946679489]",0.0056482337310345,"[0.49539750923640946, 0.4972123884030697, 0.4900139249729964, 0.5047830397796521, 0.5045658776135824]",3786.0378301143646,"[3770.3896069526672, 3776.895800113678, 3787.3363053798676, 3792.8304483890533, 3802.736989736557]",2024-09-24 01:23:29
CAKE,basic,JUNYI15,0.7771487087353915,"[0.7745639446823195, 0.7834342299124767, 0.788848689902454, 0.7727341175825835, 0.7661625615971244]",0.7786902352107462,"[0.7789186478846122, 0.7774370563444236, 0.7760914061071305, 0.7793752223106701, 0.7816288434068946]",461746.4,"[459809, 460785, 461742, 462662, 463734]",56500.2,"[57403, 56975, 56512, 56086, 55525]",58936.4,"[59971, 59423, 58929, 58435, 57924]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8358055646461642,"[0.8353204048623502, 0.8390690473385726, 0.8371260330227901, 0.8356464447676906, 0.8318658932394172]",0.8380057901681482,"[0.8340953417540142, 0.8400189015820383, 0.8337125439844574, 0.8416011858198365, 0.8406009777003951]",0.2355746391283396,"[0.2441581704424537, 0.23562080497635715, 0.23229665858732548, 0.23097255221139562, 0.2348250094241661]",0.3452423063924987,"[0.3461248013285769, 0.3415183191706132, 0.3443898558235105, 0.3457459565568003, 0.3484325990829926]",0.0023738435484258,"[0.8353204048623502, 0.8390690473385726, 0.8371260330227901, 0.8356464447676906, 0.8318658932394172]",0.0033893378520832,"[0.8340953417540142, 0.8400189015820383, 0.8337125439844574, 0.8416011858198365, 0.8406009777003951]",0.0046079376345096,"[0.2441581704424537, 0.23562080497635715, 0.23229665858732548, 0.23097255221139562, 0.2348250094241661]",0.0022717914099916,"[0.3461248013285769, 0.3415183191706132, 0.3443898558235105, 0.3457459565568003, 0.3484325990829926]",307.3932738304138,"[305.9309012889862, 306.77396535873413, 308.1810734272003, 307.77523946762085, 308.3051896095276]",2024-09-24 01:49:10
CAKE,sampled,JUNYI15,0.7779479678632596,"[0.7760074659849395, 0.7770190908157378, 0.7771210719401846, 0.780113911892957, 0.779478298682479]",0.7784414542980783,"[0.778378441040064, 0.7781620209388779, 0.7786804898046283, 0.7782600716268799, 0.7787262480799412]",184735.2,"[182846, 183677, 184595, 185762, 186796]",21962.0,"[22904, 22467, 22177, 21377, 20885]",24221.8,"[25169, 24775, 24147, 23780, 23238]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.8293121687104017,"[0.8316182605586238, 0.8312411705348133, 0.8279703482834306, 0.8286375105130361, 0.8270935536621051]",0.821999804696438,"[0.8235266015994909, 0.8220127915486609, 0.8211927659101377, 0.8224386498566908, 0.8208282145672092]",0.2443842266404937,"[0.2362018562407823, 0.252950543014842, 0.2377721240971011, 0.25049114200851313, 0.24450546784123]",0.3523056342604762,"[0.3498861703861765, 0.35151154668864776, 0.3535601326093859, 0.3524299644585907, 0.3541403571595805]",0.0018009445369059,"[0.8316182605586238, 0.8312411705348133, 0.8279703482834306, 0.8286375105130361, 0.8270935536621051]",0.000953708293943,"[0.8235266015994909, 0.8220127915486609, 0.8211927659101377, 0.8224386498566908, 0.8208282145672092]",0.006653750466748,"[0.2362018562407823, 0.252950543014842, 0.2377721240971011, 0.25049114200851313, 0.24450546784123]",0.0015126012516755,"[0.3498861703861765, 0.35151154668864776, 0.3535601326093859, 0.3524299644585907, 0.3541403571595805]",123.6411551475525,"[122.30697345733643, 122.66585063934326, 124.36950993537903, 124.49467468261719, 124.36876702308655]",2024-09-24 01:59:30
CAKE,undersampleEven,JUNYI15,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",197830.0,"[197830, 197830, 197830, 197830, 197830]",24920.0,"[24920, 24920, 24920, 24920, 24920]",24584.0,"[24584, 24584, 24584, 24584, 24584]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.7292873413602343,"[0.7290920924178327, 0.7293768304588351, 0.7288887081028311, 0.7266514806378133, 0.7324275951838595]",0.8070256083686166,"[0.8072767724443362, 0.8062628390899015, 0.8075565367361446, 0.8048702157893682, 0.8091616777833325]",0.3550144194274064,"[0.3537160068904339, 0.36653585626213064, 0.3457825825914251, 0.34761729104437716, 0.3614203603486653]",0.4246429383906015,"[0.4238694674604298, 0.42408882180122665, 0.4256994303589294, 0.4270244271392719, 0.42253254519315014]",0.0018446677070399,"[0.7290920924178327, 0.7293768304588351, 0.7288887081028311, 0.7266514806378133, 0.7324275951838595]",0.0014237482229729,"[0.8072767724443362, 0.8062628390899015, 0.8075565367361446, 0.8048702157893682, 0.8091616777833325]",0.0079424150057846,"[0.3537160068904339, 0.36653585626213064, 0.3457825825914251, 0.34761729104437716, 0.3614203603486653]",0.0015586356765758,"[0.4238694674604298, 0.42408882180122665, 0.4256994303589294, 0.4270244271392719, 0.42253254519315014]",132.12897944450378,"[132.04193019866943, 132.24326252937317, 132.04122185707092, 132.47959756851196, 131.83888506889343]",2024-09-24 02:10:33
CAKE,undersampleCorrect,JUNYI15,0.3786413941883623,"[0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623, 0.3786413941883623]",0.5999447452032687,"[0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687, 0.5999447452032687]",221680.0,"[221680, 221680, 221680, 221680, 221680]",27640.0,"[27640, 27640, 27640, 27640, 27640]",27742.0,"[27742, 27742, 27742, 27742, 27742]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6976281450508255,"[0.7023646456636148, 0.690000720928556, 0.6931007137192704, 0.6967774493547689, 0.7058971955879172]",0.807189066978242,"[0.8081822759806293, 0.8078758997662754, 0.8022655189363794, 0.8103722418582151, 0.8072493983497098]",0.3747833084061803,"[0.367861333347937, 0.3742193720445749, 0.3789846965918634, 0.3799787374245163, 0.3728724026220099]",0.4447921473082363,"[0.44647751955437126, 0.44743303231926135, 0.44512518613806185, 0.4428554153689257, 0.44206958316056166]",0.0058345617009359,"[0.7023646456636148, 0.690000720928556, 0.6931007137192704, 0.6967774493547689, 0.7058971955879172]",0.0026771541200515,"[0.8081822759806293, 0.8078758997662754, 0.8022655189363794, 0.8103722418582151, 0.8072493983497098]",0.0043938017527927,"[0.367861333347937, 0.3742193720445749, 0.3789846965918634, 0.3799787374245163, 0.3728724026220099]",0.0020537260895562,"[0.44647751955437126, 0.44743303231926135, 0.44512518613806185, 0.4428554153689257, 0.44206958316056166]",147.7774299621582,"[147.26206588745117, 147.82435750961304, 147.93390893936157, 147.74625253677368, 148.12056493759155]",2024-09-24 02:22:54
CAKE,undersampleIncorrect,JUNYI15,0.6334162137456577,"[0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577, 0.6334162137456577]",0.3995748666481103,"[0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103, 0.3995748666481103]",177759.0,"[177759, 177759, 177759, 177759, 177759]",22217.0,"[22217, 22217, 22217, 22217, 22217]",22439.0,"[22439, 22439, 22439, 22439, 22439]",40,697,4993.0,"[4993, 4993, 4993, 4993, 4993]",0.6997103257720932,"[0.6699050759837782, 0.7196399126520789, 0.6568474530950578, 0.7267257899193369, 0.7254333972102144]",0.8030397680914947,"[0.8025836524589303, 0.8057894203478129, 0.8033246919303743, 0.8013362401556811, 0.8021648355646744]",0.374967035757326,"[0.39149016842655787, 0.3652649219302051, 0.39645517473858016, 0.3631562574780812, 0.3584686562132058]",0.4419992810795127,"[0.45689081885542887, 0.4328093032109521, 0.45511554519875297, 0.4341294717322244, 0.43105126640020536]",0.030047558668152,"[0.6699050759837782, 0.7196399126520789, 0.6568474530950578, 0.7267257899193369, 0.7254333972102144]",0.0015177170322225,"[0.8025836524589303, 0.8057894203478129, 0.8033246919303743, 0.8013362401556811, 0.8021648355646744]",0.0157516732694686,"[0.39149016842655787, 0.3652649219302051, 0.39645517473858016, 0.3631562574780812, 0.3584686562132058]",0.0114894986799497,"[0.45689081885542887, 0.4328093032109521, 0.45511554519875297, 0.4341294717322244, 0.43105126640020536]",118.6439374923706,"[118.63463973999023, 118.33778500556946, 118.52457475662231, 119.30665326118469, 118.41603469848633]",2024-09-24 02:32:49
CAKE,basic,ASSIST12,0.70116626438935,"[0.7060072742390974, 0.7005860079041432, 0.7000129696535126, 0.7001109947090293, 0.699114075440968]",0.700011983668465,"[0.6992291583133814, 0.7001890009712805, 0.6999851795469558, 0.7002294652514177, 0.7004271142592895]",872659.2,"[870669, 871676, 872673, 873643, 874635]",107837.4,"[108855, 108333, 107838, 107336, 106825]",110327.4,"[111300, 110815, 110313, 109845, 109364]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7406948699716593,"[0.7398292902066487, 0.7403329874114515, 0.7415989049341419, 0.7399608539305385, 0.7417523133755166]",0.7469335470488863,"[0.7472882007475834, 0.7454168755253, 0.7477051271088595, 0.74516238307556, 0.7490951487871277]",0.3554254602031281,"[0.35864244898187075, 0.34567974189494116, 0.35910318292526855, 0.3557113302803163, 0.3579905969332438]",0.4188441375974513,"[0.4186636043255051, 0.4191026203462507, 0.4184189198820084, 0.4195708199316754, 0.41846472350181685]",0.0008190766302799,"[0.7398292902066487, 0.7403329874114515, 0.7415989049341419, 0.7399608539305385, 0.7417523133755166]",0.0014717983177448,"[0.7472882007475834, 0.7454168755253, 0.7477051271088595, 0.74516238307556, 0.7490951487871277]",0.0050102960932714,"[0.35864244898187075, 0.34567974189494116, 0.35910318292526855, 0.3557113302803163, 0.3579905969332438]",0.0004364030178796,"[0.4186636043255051, 0.4191026203462507, 0.4184189198820084, 0.4195708199316754, 0.41846472350181685]",1458.008251285553,"[1441.8904917240143, 1476.069656610489, 1445.4214854240417, 1447.4716596603394, 1479.1879630088806]",2024-09-24 04:34:28
CAKE,sampled,ASSIST12,0.7001303429442776,"[0.7005691226723727, 0.7030214053902851, 0.6971207578499609, 0.7007341354167668, 0.6992062933920021]",0.7005448381293756,"[0.700171487648923, 0.7004428899011242, 0.7008778063844824, 0.7008800474329163, 0.700351959279432]",349063.2,"[347061, 348075, 349086, 350053, 351041]",42413.6,"[43474, 42844, 42420, 41861, 41469]",44852.2,"[45794, 45410, 44823, 44415, 43819]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.7331366984713112,"[0.735467528497183, 0.7321515084783088, 0.7335965910358522, 0.7340312957334234, 0.7304365686117894]",0.7302341463499047,"[0.7266454826598265, 0.7324740938365005, 0.7333350131943398, 0.7276234580611167, 0.7310926839977401]",0.3554406027754926,"[0.36590662918929245, 0.35484856489116307, 0.3527807945141769, 0.35003931861189214, 0.35362770667093846]",0.4244005681543681,"[0.4238548411117292, 0.4243594371086925, 0.42330868341826844, 0.4256731501114931, 0.4248067290216573]",0.0017149854006607,"[0.735467528497183, 0.7321515084783088, 0.7335965910358522, 0.7340312957334234, 0.7304365686117894]",0.0026481702076745,"[0.7266454826598265, 0.7324740938365005, 0.7333350131943398, 0.7276234580611167, 0.7310926839977401]",0.0054666856620747,"[0.36590662918929245, 0.35484856489116307, 0.3527807945141769, 0.35003931861189214, 0.35362770667093846]",0.0008094632212312,"[0.4238548411117292, 0.4243594371086925, 0.42330868341826844, 0.4256731501114931, 0.4248067290216573]",607.5493799686432,"[586.7084593772888, 590.3380289077759, 639.837587594986, 603.0997924804688, 617.7630314826965]",2024-09-24 05:25:09
CAKE,undersampleEven,ASSIST12,0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",0.5,"[0.5, 0.5, 0.5, 0.5, 0.5]",505198.0,"[505198, 505198, 505198, 505198, 505198]",63264.0,"[63264, 63264, 63264, 63264, 63264]",63084.0,"[63084, 63084, 63084, 63084, 63084]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.6459102149514934,"[0.6460592226238032, 0.6460592226238032, 0.6480090038678588, 0.6447910722211654, 0.6446325534208357]",0.7021903699845886,"[0.7000866347308425, 0.7027690641186324, 0.7041396994234274, 0.702739892779576, 0.701216558870465]",0.4374910067404084,"[0.44138743261043173, 0.43424021101749644, 0.4330080935914476, 0.43236077773143755, 0.4464585187512287]",0.468007359012332,"[0.4685371071750423, 0.46751996291954395, 0.46726237062272985, 0.46786069548736675, 0.46885665885697725]",0.0012111334299771,"[0.6460592226238032, 0.6460592226238032, 0.6480090038678588, 0.6447910722211654, 0.6446325534208357]",0.0014007681869571,"[0.7000866347308425, 0.7027690641186324, 0.7041396994234274, 0.702739892779576, 0.701216558870465]",0.0055241621815893,"[0.44138743261043173, 0.43424021101749644, 0.4330080935914476, 0.43236077773143755, 0.4464585187512287]",0.0006026634522636,"[0.4685371071750423, 0.46751996291954395, 0.46726237062272985, 0.46786069548736675, 0.46885665885697725]",856.9116039276123,"[905.2330408096313, 844.0084719657898, 843.3314054012299, 845.5428295135498, 846.4422719478607]",2024-09-24 06:36:39
CAKE,undersampleCorrect,ASSIST12,0.3957337819416091,"[0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913, 0.39573378194160913]",0.6002257847899264,"[0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264, 0.6002257847899264]",558684.0,"[558684, 558684, 558684, 558684, 558684]",69872.0,"[69872, 69872, 69872, 69872, 69872]",69823.0,"[69823, 69823, 69823, 69823, 69823]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.5957492516792461,"[0.5787920885668046, 0.6035547026051588, 0.6051874024318634, 0.5825157899259557, 0.6086962748664481]",0.7038496853715615,"[0.7061929834993461, 0.6995584621934212, 0.7059877151302278, 0.7014398298372545, 0.7060694361975577]",0.4528927950757023,"[0.4567730738237389, 0.4516138554222491, 0.4514254380955524, 0.45550630640811485, 0.44914530162885685]",0.4887315340204085,"[0.4951758872535388, 0.48788034793621626, 0.48426750124969514, 0.49122226626204524, 0.48511166740054706]",0.0124923901155355,"[0.5787920885668046, 0.6035547026051588, 0.6051874024318634, 0.5825157899259557, 0.6086962748664481]",0.0028004110825009,"[0.7061929834993461, 0.6995584621934212, 0.7059877151302278, 0.7014398298372545, 0.7060694361975577]",0.0028184937440282,"[0.4567730738237389, 0.4516138554222491, 0.4514254380955524, 0.45550630640811485, 0.44914530162885685]",0.0040370527954535,"[0.4951758872535388, 0.48788034793621626, 0.48426750124969514, 0.49122226626204524, 0.48511166740054706]",941.4836102962494,"[940.0804834365845, 940.2759928703308, 939.4337997436523, 941.98659491539, 945.6411805152893]",2024-09-24 07:55:12
CAKE,undersampleIncorrect,ASSIST12,0.6062654971479735,"[0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735, 0.6062654971479735]",0.3996854735241683,"[0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683, 0.3996854735241683]",457974.0,"[457974, 457974, 457974, 457974, 457974]",57338.0,"[57338, 57338, 57338, 57338, 57338]",57329.0,"[57329, 57329, 57329, 57329, 57329]",179,10000,4958.0,"[4958, 4958, 4958, 4958, 4958]",0.5895096722426695,"[0.5840325140853669, 0.6011093861745365, 0.5673917214673202, 0.6043538174396902, 0.5906609220464337]",0.6988524921079892,"[0.7001529081237843, 0.7007092426732686, 0.6997587002425949, 0.6967688106417353, 0.6968727988585626]",0.4550226652648111,"[0.4580127271664723, 0.44745288828143887, 0.4629042020413953, 0.4496342517884829, 0.4571092570462663]",0.49202312674314586,"[0.49132378234391366, 0.49014027775213115, 0.5002080358265604, 0.48659288007840057, 0.49185065771472386]",0.013232009628343904,"[0.5840325140853669, 0.6011093861745365, 0.5673917214673202, 0.6043538174396902, 0.5906609220464337]",0.0016864596925905164,"[0.7001529081237843, 0.7007092426732686, 0.6997587002425949, 0.6967688106417353, 0.6968727988585626]",0.005687696911206141,"[0.4580127271664723, 0.44745288828143887, 0.4629042020413953, 0.4496342517884829, 0.4571092570462663]",0.004484289554014239,"[0.49132378234391366, 0.49014027775213115, 0.5002080358265604, 0.48659288007840057, 0.49185065771472386]",777.2140902519226,"[779.0819165706635, 775.3601121902466, 775.5628890991211, 778.8178906440735, 777.2476427555084]",2024-09-24 09:00:03
